Farm_ID,Region,Crop_Type,Season,Area_Planted_Ha,Fertilizer_Used_kg,Rainfall_mm,Yield_Tonnes,Soil_Type,Market_Price_KES_per_Tonne,Year
FARM053343,Bungoma,Tea,Long Rains,5.85,385.2,1453.5,4.21,Sandy,55263.16,2023
FARM053344,Bungoma,Wheat,Short Rains,9.73,317.1,1079.8,9.34,Loamy,59585.68,2022
FARM053345,Nakuru,Maize,Short Rains,4.13,328.7,266.0,0.62,Clay,35519.5,2018
FARM053346,Uasin Gishu,Tea,Long Rains,4.85,452.5,554.1,9.41,Clay,44912.77,2016
FARM053347,Meru,Coffee,Long Rains,7.73,133.1,930.3,6.72,Clay,47753.95,2021
FARM053348,Nakuru,Sugarcane,Long Rains,3.26,437.6,1351.0,4.42,Sandy,49122.11,2021
FARM053349,Nakuru,Coffee,Long Rains,3.15,346.7,872.2,11.03,Loamy,42571.33,2016
FARM053350,Meru,Maize,Short Rains,1.27,89.2,1328.6,2.92,Clay,36353.1,2021
FARM053351,Uasin Gishu,Beans,Short Rains,6.2,273.9,745.3,7.73,Sandy,73826.9,2018
FARM053352,Nyeri,Coffee,Short Rains,9.57,370.3,1072.9,2.32,Clay,25555.72,2019
FARM053353,Uasin Gishu,Wheat,Long Rains,2.92,273.9,691.8,0.45,Clay,19234.6,2022
FARM053354,Meru,Tea,Short Rains,3.44,122.6,692.3,4.46,Clay,21771.55,2021
FARM053355,Uasin Gishu,Wheat,Short Rains,4.78,54.8,904.8,10.49,Sandy,30671.64,2016
FARM053356,Nyeri,Maize,Short Rains,1.07,394.8,948.1,11.84,Sandy,78177.66,2022
FARM053357,Nakuru,Sugarcane,Short Rains,2.95,63.1,1323.1,10.67,Clay,78907.01,2024
FARM053358,Kisumu,Maize,Long Rains,3.57,477.7,1376.3,9.45,Clay,28106.38,2024
FARM053359,Nyeri,Beans,Long Rains,0.88,255.0,1133.2,6.34,Clay,37955.38,2017
FARM053360,Meru,Sugarcane,Short Rains,9.12,347.2,1216.7,8.68,Loamy,69945.13,2017
FARM053361,Bungoma,Tea,Long Rains,2.8,103.0,394.3,7.05,Loamy,60504.07,2023
FARM053362,Kisumu,Wheat,Short Rains,3.18,373.7,443.8,0.63,Loamy,35382.73,2016
FARM053363,Kisumu,Tea,Short Rains,8.22,312.5,611.2,5.23,Loamy,20528.76,2024
FARM053364,Meru,Tea,Short Rains,7.78,480.8,1323.2,4.38,Clay,43096.51,2024
FARM053365,Meru,Wheat,Short Rains,4.42,244.1,499.3,1.93,Clay,32841.02,2017
FARM053366,Embu,Coffee,Short Rains,0.88,465.7,515.5,2.07,Loamy,33193.71,2024
FARM053367,Uasin Gishu,Sugarcane,Long Rains,5.16,440.6,1278.6,10.8,Sandy,51328.87,2016
FARM053368,Uasin Gishu,Sugarcane,Short Rains,7.98,433.7,1428.3,8.67,Clay,44398.55,2020
FARM053369,Bungoma,Maize,Short Rains,0.93,236.7,1265.8,4.96,Loamy,72920.63,2022
FARM053370,Nakuru,Sugarcane,Short Rains,7.97,61.7,802.4,0.93,Loamy,17280.87,2017
FARM053371,Bungoma,Wheat,Long Rains,6.74,442.0,1173.7,9.18,Clay,50497.58,2019
FARM053372,Uasin Gishu,Maize,Short Rains,5.93,299.3,290.0,10.94,Clay,36056.81,2019
FARM053373,Nyeri,Wheat,Long Rains,0.68,471.1,320.3,3.09,Loamy,57602.21,2015
FARM053374,Kisumu,Tea,Long Rains,1.39,377.7,1368.0,11.52,Clay,57546.99,2017
FARM053375,Kisumu,Tea,Short Rains,5.2,141.9,300.6,6.04,Sandy,40673.59,2024
FARM053376,Bungoma,Beans,Short Rains,1.1,395.2,1441.4,10.41,Loamy,20266.83,2019
FARM053377,Bungoma,Tea,Long Rains,3.61,232.0,758.4,3.87,Loamy,72593.99,2020
FARM053378,Kisumu,Coffee,Long Rains,8.68,320.9,917.9,1.26,Sandy,26527.88,2022
FARM053379,Uasin Gishu,Beans,Short Rains,2.64,68.0,1272.4,1.79,Loamy,42323.05,2021
FARM053380,Nyeri,Coffee,Long Rains,1.66,288.9,1308.4,4.63,Sandy,59253.81,2024
FARM053381,Embu,Coffee,Short Rains,3.92,187.0,1211.2,4.47,Sandy,57546.81,2022
FARM053382,Meru,Beans,Short Rains,6.34,454.0,447.5,8.39,Sandy,63736.83,2020
FARM053383,Uasin Gishu,Beans,Short Rains,3.68,236.5,434.5,11.2,Loamy,35878.26,2015
FARM053384,Nakuru,Sugarcane,Short Rains,6.35,227.3,347.3,5.6,Loamy,67453.7,2019
FARM053385,Kisumu,Sugarcane,Short Rains,3.08,318.5,1178.2,3.06,Sandy,60245.39,2021
FARM053386,Embu,Wheat,Short Rains,5.91,451.1,796.6,0.79,Clay,67347.74,2015
FARM053387,Nyeri,Sugarcane,Long Rains,1.02,123.9,1362.4,1.49,Clay,24470.02,2024
FARM053388,Embu,Maize,Long Rains,2.72,133.3,643.9,11.03,Loamy,56041.14,2016
FARM053389,Embu,Coffee,Long Rains,1.42,206.2,1127.9,0.86,Sandy,22570.26,2018
FARM053390,Meru,Maize,Long Rains,2.92,419.8,1249.2,8.86,Loamy,10064.62,2021
FARM053391,Bungoma,Coffee,Short Rains,1.7,149.4,680.7,11.13,Loamy,17885.88,2019
FARM053392,Nakuru,Beans,Long Rains,5.84,246.4,295.8,0.96,Sandy,75159.86,2022
FARM053393,Nyeri,Coffee,Long Rains,8.91,407.0,404.3,8.12,Clay,22901.54,2024
FARM053394,Nyeri,Sugarcane,Long Rains,7.23,466.6,1006.2,4.06,Sandy,13460.64,2015
FARM053395,Kisumu,Wheat,Long Rains,1.54,55.5,259.5,4.81,Loamy,51499.2,2021
FARM053396,Nakuru,Sugarcane,Short Rains,2.91,403.8,1459.7,2.58,Sandy,30280.77,2017
FARM053397,Kisumu,Coffee,Long Rains,8.05,279.7,239.6,8.44,Clay,31332.37,2015
FARM053398,Meru,Tea,Short Rains,0.92,496.4,1379.2,2.96,Loamy,72574.27,2016
FARM053399,Uasin Gishu,Sugarcane,Short Rains,4.32,463.2,1469.9,9.06,Clay,62713.84,2022
FARM053400,Kisumu,Beans,Long Rains,1.91,491.1,941.3,2.18,Loamy,52924.98,2018
FARM053401,Kisumu,Tea,Long Rains,5.67,336.1,342.9,4.11,Clay,14260.08,2018
FARM053402,Kisumu,Tea,Short Rains,2.01,413.3,285.3,8.89,Clay,18014.97,2019
FARM053403,Meru,Wheat,Long Rains,5.29,352.4,1464.5,0.69,Loamy,54174.53,2021
FARM053404,Bungoma,Wheat,Long Rains,5.16,181.5,869.7,6.48,Clay,33092.06,2024
FARM053405,Meru,Beans,Short Rains,2.43,309.6,722.7,6.04,Clay,13362.09,2017
FARM053406,Nakuru,Beans,Short Rains,3.04,438.0,1437.1,6.26,Sandy,19642.73,2024
FARM053407,Bungoma,Wheat,Short Rains,6.44,426.9,647.7,6.45,Loamy,57392.36,2018
FARM053408,Nyeri,Tea,Short Rains,5.61,210.2,368.8,5.69,Clay,55565.36,2015
FARM053409,Meru,Coffee,Long Rains,2.4,222.3,947.3,11.15,Clay,15970.45,2023
FARM053410,Bungoma,Maize,Short Rains,1.13,495.1,696.8,10.14,Clay,10143.16,2023
FARM053411,Meru,Wheat,Long Rains,8.28,145.1,506.2,7.91,Loamy,33717.41,2021
FARM053412,Bungoma,Sugarcane,Long Rains,7.8,105.9,394.4,3.21,Sandy,34549.09,2023
FARM053413,Bungoma,Coffee,Short Rains,8.89,314.8,754.7,10.96,Loamy,35187.0,2017
FARM053414,Nyeri,Beans,Short Rains,9.97,142.9,1435.4,6.29,Loamy,51750.88,2024
FARM053415,Meru,Sugarcane,Long Rains,7.35,333.2,922.4,1.59,Loamy,51545.91,2022
FARM053416,Bungoma,Beans,Short Rains,2.4,103.0,478.8,10.42,Sandy,34458.37,2017
FARM053417,Meru,Coffee,Short Rains,3.37,178.2,938.3,5.37,Sandy,16602.42,2022
FARM053418,Embu,Maize,Long Rains,7.9,219.8,1021.3,4.49,Loamy,22767.89,2020
FARM053419,Nyeri,Coffee,Short Rains,1.5,295.4,1390.0,6.79,Clay,52148.57,2019
FARM053420,Embu,Wheat,Long Rains,0.79,332.7,222.2,6.99,Clay,47412.32,2017
FARM053421,Uasin Gishu,Coffee,Short Rains,2.19,199.6,378.2,0.86,Clay,21690.96,2017
FARM053422,Meru,Wheat,Short Rains,0.95,329.8,1392.0,11.69,Clay,17432.27,2016
FARM053423,Kisumu,Sugarcane,Long Rains,4.1,161.4,524.1,8.56,Clay,56692.33,2016
FARM053424,Nakuru,Beans,Short Rains,2.44,120.2,1163.1,6.6,Sandy,66941.33,2020
FARM053425,Nyeri,Sugarcane,Short Rains,2.38,470.7,423.2,10.77,Sandy,18363.27,2017
FARM053426,Nakuru,Sugarcane,Short Rains,2.94,445.6,1473.5,4.67,Sandy,36827.38,2022
FARM053427,Uasin Gishu,Wheat,Short Rains,5.21,223.5,1112.2,4.62,Clay,41776.76,2022
FARM053428,Nakuru,Sugarcane,Long Rains,4.95,236.5,584.7,9.04,Clay,16628.14,2020
FARM053429,Uasin Gishu,Maize,Short Rains,2.65,72.7,1056.5,3.8,Sandy,69115.56,2018
FARM053430,Embu,Sugarcane,Long Rains,3.45,61.1,957.0,6.01,Loamy,75698.78,2023
FARM053431,Nakuru,Beans,Short Rains,7.34,448.4,1165.8,4.97,Clay,47258.54,2023
FARM053432,Nyeri,Sugarcane,Short Rains,8.85,365.0,611.9,1.89,Loamy,16063.24,2020
FARM053433,Nyeri,Maize,Long Rains,9.72,377.6,572.8,0.94,Clay,60590.29,2018
FARM053434,Meru,Wheat,Long Rains,2.38,286.3,897.4,8.56,Sandy,21731.64,2024
FARM053435,Nakuru,Beans,Long Rains,8.62,415.5,312.8,4.84,Loamy,27970.28,2019
FARM053436,Meru,Tea,Short Rains,9.58,348.0,410.9,10.4,Loamy,59229.95,2022
FARM053437,Nyeri,Tea,Long Rains,5.44,326.9,210.5,7.04,Clay,60068.05,2019
FARM053438,Kisumu,Beans,Short Rains,9.79,259.2,589.2,9.46,Sandy,79175.1,2022
FARM053439,Kisumu,Beans,Short Rains,6.62,217.7,1343.2,0.69,Sandy,24591.8,2023
FARM053440,Bungoma,Wheat,Long Rains,7.18,131.7,1352.4,1.64,Sandy,52101.04,2016
FARM053441,Embu,Tea,Short Rains,4.14,73.3,697.6,9.1,Clay,37923.24,2019
FARM053442,Embu,Maize,Long Rains,2.43,479.4,382.7,8.56,Loamy,12490.12,2024
FARM053443,Nyeri,Sugarcane,Short Rains,3.43,205.5,1096.2,11.86,Loamy,54447.8,2017
FARM053444,Bungoma,Wheat,Long Rains,2.7,145.5,241.1,3.71,Sandy,49692.64,2015
FARM053445,Kisumu,Tea,Long Rains,7.05,283.3,1380.3,4.35,Sandy,60946.34,2016
FARM053446,Nakuru,Wheat,Long Rains,1.57,337.0,673.1,10.14,Clay,15092.51,2019
FARM053447,Nakuru,Coffee,Long Rains,4.78,110.9,764.8,3.04,Sandy,37729.47,2016
FARM053448,Bungoma,Maize,Long Rains,7.81,327.5,406.4,5.28,Sandy,63005.38,2015
FARM053449,Nyeri,Sugarcane,Long Rains,1.88,430.3,1240.6,2.38,Sandy,37998.24,2021
FARM053450,Meru,Tea,Short Rains,9.12,372.1,1270.0,0.71,Sandy,26613.71,2020
FARM053451,Kisumu,Wheat,Short Rains,4.6,492.1,1427.4,9.63,Sandy,36298.98,2018
FARM053452,Meru,Maize,Short Rains,9.46,113.6,1264.3,10.84,Clay,12570.5,2016
FARM053453,Kisumu,Tea,Long Rains,7.8,250.7,435.6,10.88,Clay,43334.48,2016
FARM053454,Nakuru,Coffee,Long Rains,4.85,231.8,590.6,4.44,Clay,45570.99,2016
FARM053455,Uasin Gishu,Wheat,Long Rains,0.85,302.3,1373.5,3.01,Loamy,28201.22,2018
FARM053456,Nyeri,Sugarcane,Short Rains,5.53,138.4,819.6,0.82,Loamy,42533.45,2024
FARM053457,Nyeri,Tea,Long Rains,1.6,149.2,1126.4,7.99,Loamy,62806.36,2022
FARM053458,Kisumu,Maize,Long Rains,6.86,228.4,1485.3,4.32,Clay,49908.53,2018
FARM053459,Uasin Gishu,Coffee,Long Rains,7.73,334.4,307.6,6.32,Loamy,23205.42,2017
FARM053460,Bungoma,Coffee,Short Rains,8.17,398.0,1395.6,5.86,Sandy,38797.11,2015
FARM053461,Uasin Gishu,Tea,Short Rains,7.31,293.3,517.8,1.85,Loamy,46961.66,2017
FARM053462,Meru,Beans,Long Rains,8.13,220.3,1249.0,8.52,Sandy,47777.98,2018
FARM053463,Embu,Maize,Short Rains,8.24,71.4,1478.2,1.7,Sandy,31720.58,2017
FARM053464,Nakuru,Sugarcane,Short Rains,0.63,112.1,931.6,11.0,Sandy,72526.12,2024
FARM053465,Nakuru,Sugarcane,Short Rains,8.51,407.6,1430.0,7.04,Loamy,48315.6,2021
FARM053466,Kisumu,Tea,Short Rains,3.4,451.5,811.2,2.64,Clay,66763.55,2022
FARM053467,Nyeri,Wheat,Short Rains,9.26,173.0,1109.6,8.77,Loamy,63519.58,2017
FARM053468,Embu,Coffee,Long Rains,1.34,378.8,724.2,7.36,Loamy,79098.54,2022
FARM053469,Nakuru,Tea,Short Rains,5.3,158.1,1286.7,5.87,Clay,63560.55,2021
FARM053470,Bungoma,Coffee,Long Rains,8.35,464.2,1343.3,4.99,Clay,12952.12,2015
FARM053471,Nakuru,Wheat,Short Rains,3.49,224.4,1381.5,10.15,Sandy,54313.96,2021
FARM053472,Nakuru,Maize,Long Rains,9.16,285.5,968.8,7.47,Loamy,23280.0,2017
FARM053473,Nakuru,Tea,Short Rains,8.03,194.9,1486.2,7.58,Clay,59955.5,2015
FARM053474,Bungoma,Sugarcane,Long Rains,3.49,217.9,893.0,3.75,Loamy,41579.97,2015
FARM053475,Embu,Wheat,Short Rains,7.27,397.1,991.9,2.83,Loamy,29769.01,2016
FARM053476,Nakuru,Coffee,Long Rains,5.22,286.9,520.2,5.95,Sandy,20891.89,2015
FARM053477,Meru,Maize,Long Rains,8.77,254.4,351.8,9.55,Clay,65039.82,2016
FARM053478,Nakuru,Sugarcane,Long Rains,2.03,85.6,716.7,9.36,Loamy,56164.75,2022
FARM053479,Kisumu,Coffee,Short Rains,2.2,85.8,1023.8,7.17,Sandy,69175.65,2015
FARM053480,Kisumu,Maize,Short Rains,8.06,154.7,451.8,11.51,Sandy,26753.2,2015
FARM053481,Meru,Sugarcane,Short Rains,0.67,120.1,915.3,4.73,Clay,72403.19,2020
FARM053482,Embu,Coffee,Short Rains,6.41,310.4,1055.8,7.23,Clay,33962.39,2015
FARM053483,Nyeri,Sugarcane,Long Rains,9.28,308.4,944.3,0.38,Loamy,33379.72,2016
FARM053484,Embu,Maize,Short Rains,9.43,201.3,387.2,8.43,Sandy,10169.62,2019
FARM053485,Embu,Tea,Long Rains,6.99,488.1,1143.1,6.59,Loamy,32717.31,2015
FARM053486,Bungoma,Coffee,Short Rains,8.02,63.1,1145.1,6.35,Sandy,46621.86,2015
FARM053487,Meru,Wheat,Long Rains,7.42,176.2,610.1,2.04,Loamy,41482.98,2016
FARM053488,Meru,Beans,Long Rains,8.22,180.4,1353.2,6.96,Loamy,66294.31,2024
FARM053489,Kisumu,Sugarcane,Short Rains,7.91,97.2,951.3,4.85,Loamy,64986.15,2016
FARM053490,Meru,Beans,Long Rains,8.81,172.1,686.5,7.97,Loamy,57576.13,2017
FARM053491,Embu,Beans,Long Rains,5.33,124.1,250.1,4.49,Loamy,45706.51,2019
FARM053492,Bungoma,Maize,Short Rains,2.07,182.0,807.1,2.46,Loamy,73215.26,2018
FARM053493,Meru,Beans,Short Rains,1.39,161.6,1010.3,1.43,Loamy,67867.27,2016
FARM053494,Meru,Beans,Long Rains,1.52,208.5,1067.4,7.35,Loamy,38470.22,2018
FARM053495,Kisumu,Beans,Long Rains,4.63,61.4,397.5,0.35,Loamy,44785.88,2024
FARM053496,Nakuru,Tea,Long Rains,5.9,391.4,974.7,7.71,Loamy,27590.27,2017
FARM053497,Bungoma,Wheat,Long Rains,1.19,367.2,1005.4,10.65,Clay,36873.29,2018
FARM053498,Nyeri,Sugarcane,Short Rains,3.21,492.4,1345.6,4.08,Loamy,69409.67,2020
FARM053499,Nakuru,Coffee,Short Rains,9.29,157.4,900.4,4.08,Loamy,35002.05,2015
FARM053500,Meru,Beans,Short Rains,7.76,245.4,1392.2,10.77,Sandy,48665.18,2017
FARM053501,Nyeri,Sugarcane,Long Rains,2.97,182.5,979.1,3.08,Sandy,73179.69,2016
FARM053502,Kisumu,Coffee,Long Rains,8.46,193.9,1167.7,7.46,Sandy,57777.64,2021
FARM053503,Uasin Gishu,Sugarcane,Short Rains,3.62,346.8,1164.0,7.62,Loamy,19428.15,2024
FARM053504,Nakuru,Maize,Short Rains,8.32,361.5,358.4,2.65,Clay,23393.86,2023
FARM053505,Embu,Tea,Short Rains,6.09,62.8,1469.0,1.96,Loamy,12337.65,2022
FARM053506,Nyeri,Wheat,Short Rains,3.81,290.4,1047.8,6.05,Clay,52068.03,2015
FARM053507,Uasin Gishu,Wheat,Long Rains,8.23,140.3,449.7,7.42,Clay,10724.82,2018
FARM053508,Uasin Gishu,Coffee,Long Rains,8.92,384.0,732.8,11.33,Clay,79248.26,2018
FARM053509,Bungoma,Beans,Long Rains,1.39,426.8,1004.8,2.48,Clay,77890.63,2019
FARM053510,Nyeri,Maize,Long Rains,6.81,390.4,500.7,10.31,Clay,28190.49,2016
FARM053511,Embu,Sugarcane,Long Rains,6.06,255.0,268.0,8.93,Clay,54288.04,2019
FARM053512,Bungoma,Coffee,Long Rains,6.79,79.8,817.7,9.06,Sandy,23175.27,2023
FARM053513,Embu,Coffee,Long Rains,1.84,320.5,1390.2,0.89,Clay,78853.94,2021
FARM053514,Embu,Maize,Short Rains,8.68,399.4,1190.8,2.07,Clay,26779.68,2021
FARM053515,Bungoma,Sugarcane,Short Rains,2.15,81.3,357.0,3.68,Loamy,30166.89,2016
FARM053516,Nyeri,Coffee,Short Rains,8.82,236.1,932.8,3.62,Sandy,59274.87,2020
FARM053517,Nyeri,Maize,Short Rains,8.46,454.0,1221.5,2.21,Clay,33846.48,2018
FARM053518,Nyeri,Tea,Long Rains,8.21,89.9,1409.7,7.88,Clay,18968.42,2024
FARM053519,Uasin Gishu,Beans,Short Rains,1.86,134.8,229.1,8.61,Sandy,13139.33,2022
FARM053520,Nakuru,Tea,Short Rains,6.85,69.4,596.3,0.9,Loamy,54493.02,2016
FARM053521,Nakuru,Wheat,Short Rains,5.82,246.4,555.0,8.35,Loamy,59313.99,2019
FARM053522,Bungoma,Wheat,Short Rains,4.1,373.2,776.3,7.88,Clay,50266.38,2020
FARM053523,Kisumu,Sugarcane,Short Rains,8.46,408.9,383.4,6.67,Loamy,39985.04,2019
FARM053524,Meru,Maize,Long Rains,0.53,112.8,637.1,8.77,Loamy,34741.35,2020
FARM053525,Meru,Wheat,Long Rains,7.98,83.4,1242.4,0.82,Clay,64905.51,2022
FARM053526,Embu,Sugarcane,Long Rains,2.49,415.2,209.9,1.36,Loamy,71391.15,2016
FARM053527,Embu,Wheat,Short Rains,5.25,163.2,549.1,11.13,Loamy,62325.31,2017
FARM053528,Bungoma,Beans,Long Rains,6.5,189.6,1116.2,8.78,Clay,25590.43,2015
FARM053529,Nyeri,Coffee,Short Rains,5.13,114.4,549.6,10.84,Sandy,45222.79,2017
FARM053530,Meru,Sugarcane,Short Rains,0.89,265.6,680.7,1.55,Sandy,63841.51,2019
FARM053531,Embu,Coffee,Long Rains,5.71,149.0,286.5,6.41,Clay,61018.22,2015
FARM053532,Embu,Maize,Long Rains,0.72,97.8,789.3,11.16,Clay,42750.98,2015
FARM053533,Kisumu,Maize,Long Rains,3.33,374.0,550.6,8.8,Loamy,60663.51,2020
FARM053534,Uasin Gishu,Coffee,Long Rains,5.58,431.0,857.0,4.42,Clay,67079.52,2019
FARM053535,Uasin Gishu,Wheat,Short Rains,5.69,198.1,1376.9,1.08,Loamy,62347.97,2019
FARM053536,Bungoma,Tea,Long Rains,2.35,105.0,467.4,2.06,Loamy,49534.94,2021
FARM053537,Meru,Sugarcane,Long Rains,2.35,346.0,372.4,2.06,Sandy,25534.12,2022
FARM053538,Kisumu,Sugarcane,Short Rains,9.75,418.1,1224.8,1.68,Clay,17368.37,2016
FARM053539,Nakuru,Wheat,Long Rains,3.19,338.5,1294.9,10.18,Sandy,22926.73,2021
FARM053540,Bungoma,Sugarcane,Short Rains,5.36,108.9,1004.8,3.67,Loamy,55904.95,2019
FARM053541,Embu,Beans,Short Rains,9.76,360.0,1165.1,5.05,Clay,38733.66,2020
FARM053542,Embu,Sugarcane,Long Rains,2.7,311.3,236.7,2.0,Clay,51878.19,2017
FARM053543,Uasin Gishu,Tea,Long Rains,5.14,430.1,202.4,4.4,Loamy,72835.48,2021
FARM053544,Kisumu,Sugarcane,Long Rains,5.01,350.2,363.3,9.32,Sandy,68043.59,2024
FARM053545,Nyeri,Sugarcane,Long Rains,9.27,463.6,633.7,1.69,Loamy,25199.75,2024
FARM053546,Uasin Gishu,Beans,Short Rains,5.75,236.4,1280.7,5.89,Clay,58892.49,2020
FARM053547,Bungoma,Sugarcane,Short Rains,4.63,401.8,1124.0,3.64,Sandy,69127.1,2015
FARM053548,Embu,Coffee,Long Rains,4.05,395.7,1164.3,8.39,Loamy,52495.78,2019
FARM053549,Bungoma,Tea,Long Rains,6.74,367.7,869.8,6.49,Loamy,66403.47,2020
FARM053550,Bungoma,Maize,Long Rains,7.32,220.2,895.5,3.03,Sandy,72240.28,2016
FARM053551,Nyeri,Wheat,Long Rains,2.86,65.5,756.5,7.08,Loamy,63463.55,2023
FARM053552,Meru,Beans,Long Rains,9.38,271.4,267.4,7.58,Loamy,17319.06,2023
FARM053553,Uasin Gishu,Coffee,Long Rains,2.2,83.7,987.3,0.83,Clay,15907.23,2017
FARM053554,Embu,Sugarcane,Short Rains,9.02,171.9,1488.8,8.17,Loamy,50078.89,2023
FARM053555,Nyeri,Beans,Long Rains,6.61,205.7,596.5,5.38,Clay,74740.62,2024
FARM053556,Kisumu,Sugarcane,Long Rains,6.8,186.1,808.6,8.24,Sandy,16874.01,2015
FARM053557,Embu,Wheat,Long Rains,1.89,208.7,434.2,9.67,Clay,55281.76,2016
FARM053558,Kisumu,Wheat,Short Rains,3.17,109.6,494.0,8.03,Sandy,11899.47,2024
FARM053559,Nyeri,Coffee,Short Rains,5.87,472.4,1023.4,0.34,Loamy,79279.67,2018
FARM053560,Bungoma,Sugarcane,Short Rains,9.47,144.6,1328.3,3.64,Loamy,25431.26,2021
FARM053561,Meru,Sugarcane,Short Rains,2.62,117.0,1356.2,1.58,Loamy,75584.65,2017
FARM053562,Embu,Sugarcane,Short Rains,4.38,467.6,666.6,5.88,Loamy,42169.95,2015
FARM053563,Nyeri,Tea,Short Rains,1.52,102.6,1075.7,11.85,Sandy,22638.14,2017
FARM053564,Nyeri,Coffee,Long Rains,5.89,404.4,1344.1,6.67,Sandy,68190.43,2018
FARM053565,Meru,Sugarcane,Short Rains,8.87,436.4,1286.2,6.36,Sandy,60119.37,2016
FARM053566,Embu,Tea,Long Rains,2.99,389.6,858.4,4.9,Clay,13299.59,2015
FARM053567,Bungoma,Wheat,Short Rains,2.76,349.0,204.3,10.31,Loamy,36752.77,2016
FARM053568,Kisumu,Wheat,Long Rains,1.3,497.5,362.3,2.84,Clay,38917.9,2018
FARM053569,Meru,Maize,Long Rains,5.24,402.8,961.8,1.09,Clay,70612.18,2024
FARM053570,Nakuru,Coffee,Long Rains,9.31,232.6,1193.9,4.85,Clay,23894.75,2015
FARM053571,Uasin Gishu,Beans,Long Rains,6.47,65.7,1344.5,4.51,Sandy,42937.14,2020
FARM053572,Meru,Beans,Long Rains,2.91,151.7,394.5,11.95,Loamy,44807.87,2020
FARM053573,Uasin Gishu,Wheat,Long Rains,8.46,181.1,912.9,11.04,Loamy,27285.72,2023
FARM053574,Nakuru,Wheat,Long Rains,8.36,233.2,785.0,10.65,Loamy,66002.87,2017
FARM053575,Bungoma,Maize,Long Rains,1.1,473.0,1382.2,4.74,Clay,20690.86,2017
FARM053576,Meru,Sugarcane,Short Rains,5.34,135.8,911.6,7.32,Clay,22114.98,2023
FARM053577,Uasin Gishu,Coffee,Short Rains,8.57,56.9,1048.6,8.96,Loamy,77535.32,2022
FARM053578,Bungoma,Wheat,Short Rains,2.74,266.8,406.5,9.34,Clay,75505.73,2021
FARM053579,Embu,Maize,Short Rains,5.68,83.2,270.5,8.18,Loamy,36844.77,2017
FARM053580,Uasin Gishu,Wheat,Long Rains,3.81,243.6,1463.6,3.98,Loamy,74043.0,2021
FARM053581,Kisumu,Maize,Short Rains,2.49,286.4,1430.9,6.1,Sandy,12358.98,2017
FARM053582,Kisumu,Sugarcane,Long Rains,3.13,335.0,768.7,11.5,Clay,50722.9,2017
FARM053583,Embu,Tea,Short Rains,2.43,451.0,668.4,6.02,Loamy,66777.01,2019
FARM053584,Kisumu,Maize,Short Rains,1.06,416.7,731.4,6.86,Loamy,68984.3,2021
FARM053585,Uasin Gishu,Tea,Short Rains,4.59,373.3,602.2,10.68,Loamy,60098.3,2021
FARM053586,Meru,Tea,Long Rains,4.2,243.5,1132.8,7.83,Sandy,24134.08,2018
FARM053587,Meru,Sugarcane,Long Rains,8.57,115.8,1005.2,1.32,Clay,28832.41,2022
FARM053588,Meru,Maize,Short Rains,1.23,185.7,1242.5,8.17,Loamy,17406.95,2017
FARM053589,Kisumu,Coffee,Long Rains,3.09,472.7,1477.0,8.46,Clay,41216.91,2024
FARM053590,Kisumu,Sugarcane,Short Rains,7.07,419.2,368.2,5.55,Clay,73547.94,2018
FARM053591,Kisumu,Sugarcane,Short Rains,6.82,146.0,856.8,7.05,Clay,35720.9,2022
FARM053592,Embu,Wheat,Long Rains,6.09,476.6,1067.5,6.25,Loamy,60152.06,2017
FARM053593,Bungoma,Maize,Short Rains,1.6,264.1,331.9,10.45,Loamy,58044.35,2022
FARM053594,Embu,Sugarcane,Short Rains,8.13,54.4,1061.8,7.12,Loamy,44945.12,2015
FARM053595,Bungoma,Beans,Short Rains,5.75,415.6,1382.1,9.53,Sandy,31145.44,2024
FARM053596,Embu,Beans,Short Rains,3.33,279.1,380.7,1.19,Clay,30776.8,2020
FARM053597,Meru,Maize,Short Rains,3.28,235.3,273.9,3.16,Clay,12342.59,2020
FARM053598,Embu,Wheat,Short Rains,1.69,426.4,1163.7,5.24,Sandy,53522.32,2016
FARM053599,Nyeri,Sugarcane,Short Rains,9.39,477.8,410.8,9.15,Sandy,10846.66,2020
FARM053600,Nakuru,Wheat,Short Rains,2.63,195.0,690.0,10.73,Loamy,42562.06,2023
FARM053601,Bungoma,Coffee,Short Rains,3.15,386.4,747.4,1.04,Loamy,26767.09,2021
FARM053602,Kisumu,Wheat,Long Rains,6.42,178.9,1325.8,8.67,Loamy,10058.22,2018
FARM053603,Nakuru,Beans,Short Rains,2.91,468.8,1425.7,10.3,Clay,66732.86,2015
FARM053604,Uasin Gishu,Sugarcane,Long Rains,3.27,435.0,586.1,3.95,Sandy,55376.19,2018
FARM053605,Meru,Beans,Long Rains,3.29,495.2,1021.8,4.27,Sandy,43709.7,2023
FARM053606,Nakuru,Maize,Long Rains,9.49,369.4,995.7,10.83,Loamy,76896.4,2021
FARM053607,Bungoma,Sugarcane,Long Rains,2.4,237.5,535.8,9.03,Clay,76972.45,2017
FARM053608,Nakuru,Sugarcane,Short Rains,2.18,374.3,858.9,4.83,Loamy,39629.33,2022
FARM053609,Embu,Wheat,Long Rains,6.71,147.2,541.8,5.25,Clay,21290.1,2017
FARM053610,Nyeri,Coffee,Short Rains,2.72,434.2,322.1,8.91,Sandy,53568.19,2016
